 1.576000e+1	0.000000e+0
 1.800000e+1	1.277200e-21
 1.900000e+1	2.074700e-21
 2.000000e+1	3.219900e-21
 2.100000e+1	4.408700e-21
 2.200000e+1	5.405200e-21
 2.300000e+1	6.672000e-21
 2.400000e+1	7.663000e-21
 2.500000e+1	8.700000e-21
 3.000000e+1	1.225100e-20
 4.000000e+1	1.725600e-20
 5.000000e+1	1.951700e-20
 6.000000e+1	2.117900e-20
 7.000000e+1	2.226900e-20
 8.000000e+1	2.283400e-20
 9.000000e+1	2.377700e-20
 1.000000e+2	2.457600e-20
 1.250000e+2	2.436600e-20
 1.500000e+2	2.314200e-20
 1.750000e+2	2.190200e-20
 2.000000e+2	2.073500e-20
 2.250000e+2	1.967200e-20
 2.500000e+2	1.871200e-20
 2.750000e+2	1.769100e-20
 3.000000e+2	1.724900e-20
