 1.468400e+1	0.000000e+0
 1.470000e+1	3.660000e-26
 1.480000e+1	2.700000e-25
 1.490000e+1	4.930000e-25
 1.500000e+1	7.080000e-25
 1.510000e+1	9.140000e-25
 1.520000e+1	1.110000e-24
 1.530000e+1	1.300000e-24
 1.540000e+1	1.480000e-24
 1.550000e+1	1.660000e-24
 1.560000e+1	1.830000e-24
 1.570000e+1	1.990000e-24
 1.580000e+1	2.140000e-24
 1.590000e+1	2.290000e-24
 1.600000e+1	2.430000e-24
 1.610000e+1	2.570000e-24
 1.620000e+1	2.700000e-24
 1.630000e+1	2.830000e-24
 1.640000e+1	2.950000e-24
 1.650000e+1	3.060000e-24
 1.660000e+1	3.170000e-24
 1.670000e+1	3.280000e-24
 1.680000e+1	3.380000e-24
 1.690000e+1	3.480000e-24
 1.700000e+1	3.570000e-24
 1.710000e+1	3.660000e-24
 1.720000e+1	3.740000e-24
 1.730000e+1	3.830000e-24
 1.740000e+1	3.900000e-24
 1.750000e+1	3.980000e-24
 1.760000e+1	4.050000e-24
 1.770000e+1	4.120000e-24
 1.780000e+1	4.180000e-24
 1.790000e+1	4.250000e-24
 1.800000e+1	4.310000e-24
 1.810000e+1	4.360000e-24
 1.820000e+1	4.420000e-24
 1.830000e+1	4.470000e-24
 1.840000e+1	4.520000e-24
 1.850000e+1	4.560000e-24
 1.860000e+1	4.610000e-24
 1.870000e+1	4.650000e-24
 1.880000e+1	4.690000e-24
 1.890000e+1	4.730000e-24
 1.900000e+1	4.770000e-24
 1.910000e+1	4.800000e-24
 1.920000e+1	4.830000e-24
 1.930000e+1	4.860000e-24
 1.940000e+1	4.890000e-24
 1.950000e+1	4.920000e-24
 1.960000e+1	4.940000e-24
 1.970000e+1	4.970000e-24
 1.980000e+1	4.990000e-24
 1.990000e+1	5.010000e-24
 2.100000e+1	5.170000e-24
 2.200000e+1	5.200000e-24
 2.300000e+1	5.180000e-24
 2.400000e+1	5.100000e-24
 2.500000e+1	5.000000e-24
 2.600000e+1	4.880000e-24
 2.700000e+1	4.740000e-24
 2.800000e+1	4.590000e-24
 2.900000e+1	4.450000e-24
 3.000000e+1	4.300000e-24
 3.100000e+1	4.150000e-24
 3.200000e+1	4.000000e-24
 3.300000e+1	3.860000e-24
 3.400000e+1	3.720000e-24
 3.500000e+1	3.590000e-24
 3.600000e+1	3.460000e-24
 3.700000e+1	3.340000e-24
 3.800000e+1	3.220000e-24
 3.900000e+1	3.110000e-24
 4.000000e+1	3.000000e-24
 4.100000e+1	2.890000e-24
 4.200000e+1	2.790000e-24
 4.300000e+1	2.700000e-24
 4.400000e+1	2.610000e-24
 4.500000e+1	2.520000e-24
 5.500000e+1	1.840000e-24
 6.000000e+1	1.590000e-24
 6.500000e+1	1.390000e-24
 7.000000e+1	1.220000e-24
 7.500000e+1	1.080000e-24
 8.000000e+1	9.670000e-25
 8.500000e+1	8.679999e-25
 9.000000e+1	7.830000e-25
 9.500000e+1	7.100000e-25
 1.000000e+2	6.470000e-25
