1.1954,3625.89,106.667,-21.7343,2.65055,20170.9,0,0
2.40123,3592.93,132.766,-88.7673,6.97261,23768.4,0,0
3.60461,3620.5,139.327,-68.9276,0.895526,8182.83,0,0
4.79315,3622.35,144.993,-64.4311,0.069416,5768.8,0,0
5.98493,3573.42,158.355,-58.6062,11.0803,12795.5,0,0
7.17226,3564.87,117.612,-108.751,2.30976,11870,0,0
8.37324,3559.02,104.651,-76.8454,7.51219,10865,0,0
9.56425,3579.47,69.2251,-27.8465,7.16001,7374.63,0,0
10.77,3585.05,63.519,-83.9961,2.62766,6030.32,0,0
11.952,3555.06,62.1315,-102.048,9.18442,7943.53,0,0
13.167,3523.31,31.5361,-97.9191,9.23428,9621.68,0,0
14.3367,3550.33,48.1546,-30.7079,6.54581,6952.23,0,0
15.5443,3492.29,48.1911,-49.5106,5.23072,10145.7,0,0
16.7301,3451.97,39.2,2.09923,2.79944,11836.9,2,1
16.7431,3450.02,35.1436,2.18091,9.07387,11944,2,1
