1.20706,3642.63,13.0361,70.7369,1.52265,6107.87,0,0
2.40638,3611.55,23.9046,106.09,5.7917,15978.4,0,0
3.60054,3630.04,6.15001,121.209,1.56336,5544.88,0,0
4.78477,3602.94,10.2383,76.8431,8.79957,9835.04,0,0
5.95979,3607.35,66.8714,70.6742,6.04896,7156.44,0,0
7.15505,3585.08,59.2339,90.0698,9.29115,9072.81,0,0
8.34715,3611.15,52.1601,51.4272,5.11345,4654.27,0,0
9.53983,3568.54,80.2702,70.1294,12.0002,8538.79,0,0
10.7557,3505.74,65.2041,40.9642,8.51225,13412.5,0,0
11.9328,3485.82,35.7028,10.7296,6.81098,13758.3,0,0
12.4036,3463.62,7.37111,1.56037,11.2273,15026.2,0,0
