1.21416,3620.43,-31.8554,-23.0355,6.64691,24355.4,0,0
2.41154,3627.03,-31.5839,-14.4949,4.78672,9525.38,0,0
3.61463,3609.94,-30.2947,11.5267,9.08986,11081.6,0,0
4.81289,3589.51,9.58972,16.6233,3.95555,12569,0,0
5.97789,3580.97,29.4245,5.52925,6.32161,11546.9,0,0
7.18345,3589.78,67.1688,27.6816,0.558984,8383.56,0,0
8.41657,3551.62,50.4357,38.0753,1.95151,11688.6,0,0
9.58989,3486.27,47.4076,36.3637,9.28058,17072.7,0,0
10.7606,3461.33,31.7403,37.8358,2.6663,17533.3,0,0
10.8185,3449.59,20.1104,33.3894,7.23039,18525.1,0,0
