1.20459,3634.95,-0.469175,-95.7256,1.02293,12491.1,0,0
2.42361,3609.46,61.195,-127.559,3.54069,16725.5,0,0
3.61204,3599.62,57.9355,-153.694,4.32494,13947.2,0,0
4.81048,3601.01,1.68236,-175.314,3.1657,10183.5,0,0
6.00883,3591.56,-37.1352,-222.71,1.19294,9725.9,0,0
7.23919,3574.47,-47.6746,-215.148,4.97771,10434.2,0,0
8.44895,3528.12,-32.8235,-220.844,2.99079,14424.9,0,0
9.63874,3538.44,-30.5745,-173.063,7.1732,11574.3,0,0
10.8445,3527.09,3.95634,-166.872,11.1925,11333.6,0,0
12.0273,3538.45,54.4975,-213.621,0.674507,9274.38,0,0
13.2479,3485.8,26.6488,-184.483,6.32845,12394.4,0,0
13.6522,3449.96,12.764,-183.903,5.05422,14652.6,0,0
