1.19899,3622.2,56.9153,53.3437,5.58428,23186.1,0,0
2.39006,3610.93,77.9329,81.0719,5.73097,16345.5,0,0
3.5788,3596.61,104.183,19.7562,8.61639,14917.8,0,0
4.76658,3628.6,94.9637,3.1037,2.68845,4488.88,0,0
5.96509,3598.15,141.393,-11.0844,5.79556,8691.81,0,0
7.14299,3609.86,143.739,-11.3729,2.95046,5619.4,0,0
8.36471,3582.57,119.649,16.4813,9.96226,8061.58,0,0
9.56376,3598.62,88.5479,-29.6249,7.67868,5372.42,0,0
10.7392,3564.88,101.129,-24.6643,2.03398,7926.44,0,0
11.9507,3555.45,107.629,-22.8497,3.86701,7911.37,0,0
13.1687,3546.95,111.231,43.4065,5.01699,7825.7,0,0
14.3776,3518.74,109.608,36.5529,12.1574,9129.79,0,0
14.9469,3449.63,114.294,48.78,6.46625,13405.7,0,0
