1.18216,3619.48,34.0404,-11.6341,5.74176,25817.1,0,0
2.3967,3633.38,37.0052,21.831,2.43737,6936.52,0,0
3.61325,3585.9,12.0725,-3.09714,2.64719,17740.5,0,0
4.81299,3587.01,-6.7798,11.8224,2.183,13086.5,0,0
6.01721,3554.99,-16.1238,95.0223,5.05472,15789.8,0,0
7.21178,3507.29,-17.0154,108.318,3.42803,19788.3,0,0
8.39244,3463.07,54.8894,83.1985,5.98248,22273.2,0,0
9.57225,3486.76,36.0446,54.5377,8.87367,17053.5,0,0
10.7709,3461.29,24.5347,38.7325,3.94475,17520.5,0,0
10.9956,3470.9,-0.462794,5.72104,22.4699,16288.2,1,1
