1.20914,3617.76,30.6678,-96.5223,4.12572,26666.9,0,0
2.40926,3618.49,61.1955,-47.2641,5.12026,13079.4,0,0
3.61279,3609.16,34.0245,-0.427451,8.50012,11303.6,0,0
4.80582,3632.09,50.4689,-66.8508,1.56269,3726.67,0,0
5.99776,3561.36,45.3709,-70.3136,4.98672,14778.4,0,0
7.18701,3549.42,86.5105,-37.4931,6.77795,13994.8,0,0
8.38272,3563.81,85.0095,-26.6682,3.4942,10282,0,0
9.59724,3551.92,50.3376,-45.0786,8.21127,10219.4,0,0
10.8215,3556.28,97.865,-57.2264,1.88116,8660.45,0,0
12.0158,3552.37,63.7435,-58.666,5.59445,8125.02,0,0
13.2192,3514.56,90.4378,-49.1316,2.00818,10245.5,0,0
14.1108,3449.87,85.0023,-99.8017,2.38306,14183,0,0
