1.20381,3628.18,-62.8827,-34.4569,4.34276,18123.9,0,0
2.40573,3636.7,-50.2634,37.7565,2.283,5530.49,0,0
3.58151,3608.74,-77.0981,-19.073,9.03481,11519.3,0,0
4.76573,3623.81,-147.188,-12.2454,0.0475196,5495.81,0,0
5.97527,3612.18,-137.364,-16.7161,3.55578,6329.72,0,0
7.1721,3599.5,-177.906,-52.2083,2.6839,7041.13,0,0
8.38385,3558.91,-141.485,-29.6675,5.80768,10865.2,0,0
9.56653,3546.59,-182.14,-57.2108,3.48014,10809.2,0,0
10.7862,3532.85,-115.335,-86.1013,4.69916,10860.8,0,0
12.0024,3545.02,-68.6031,-13.5121,12.9678,8746.63,0,0
13.2083,3458.95,-68.6419,-9.34869,9.23351,14464.2,0,0
13.6809,3449.23,-67.7316,9.83759,14.2285,14675.6,0,0
