1.19938,3632.82,51.8672,-48.5738,3.65432,14322.7,0,0
2.39933,3624.94,-14.4428,-45.7865,7.35394,10444.4,0,0
3.58876,3618.26,-29.748,-33.7242,9.80694,8844.16,0,0
4.80163,3613.38,-35.341,-57.6007,9.7043,7626.32,0,0
6.0086,3619.91,-74.3893,-31.666,5.99977,5007.56,0,0
7.22735,3616.3,-116.161,-51.8561,2.92923,4662.97,0,0
8.42113,3544.55,-131.005,3.97327,3.06681,12521.6,0,0
9.62027,3548.8,-97.5935,30.7416,7.00998,10519.4,0,0
10.8414,3542.88,-50.7032,20.8503,9.11672,9880.44,0,0
12.0265,3468.37,-9.83745,10.725,16.4055,15102.9,11,1
12.0929,3456.41,-7.70293,2.26529,18.2357,16009,12,2
