1.18898,3634.33,38.138,-23.9556,2.73565,13181.6,0,0
2.3779,3610.81,18.0068,-42.0235,7.0525,16480.5,0,0
3.60633,3622.28,-30.2818,-81.7797,2.61009,7685.14,0,0
4.80397,3633.09,-6.58339,-72.1964,1.06396,3520.29,0,0
6.00027,3639.75,14.9615,-26.2974,0.694819,1708.69,0,0
7.20347,3609.75,29.9782,-7.07242,7.03296,5587.71,0,0
8.41529,3612.09,7.95131,14.0208,6.41426,4504.96,0,0
9.63682,3600.71,43.7773,-20.6435,7.73633,5114.79,0,0
10.8255,3614.57,32.2657,-9.31339,4.89031,3273.27,0,0
12.0146,3604.62,11.0637,-63.6223,5.69936,3776.81,0,0
13.2007,3560.29,27.8448,-19.292,7.6133,6795.95,0,0
14.3989,3557.04,45.7174,-55.2445,4.93788,6455.76,0,0
15.579,3569.12,47.1401,-3.63877,3.29451,5191.8,0,0
16.787,3535.25,41.0629,15.3114,1.11767,6835.56,0,0
17.1695,3496.75,-0.952617,-0.832817,9.46293,8925.94,0,0
