1.20565,3600.69,-37.8003,-50.9933,3.02767,40896,0,0
2.40769,3595.37,-17.4255,-37.7369,6.55236,22691.6,0,0
3.59768,3592.17,45.5449,-59.2968,4.73801,16073.2,0,0
4.80079,3581.2,36.6943,-83.538,6.11249,14329.9,0,0
6.01809,3539.44,2.9256,-178.307,8.89389,18371.2,0,0
7.20445,3559,40.9015,-132.82,6.8518,12631,0,0
8.38062,3553.13,21.9142,-86.952,6.09407,11558.8,0,0
9.58954,3535.95,19.7037,-123.818,5.19113,11893.6,0,0
10.8088,3532.89,-57.0516,-118.636,4.87197,10834.4,0,0
11.705,3449.8,-76.3185,-88.7895,6.46965,17103.4,0,0
