1.20305,3626.17,-6.28688,-94.2557,4.60472,19811.5,0,0
2.40489,3625.29,-15.0154,-64.8263,5.88184,10274.5,0,0
3.57534,3621.65,-24.6007,-46.4008,6.86411,7928.61,0,0
4.77077,3635.48,-58.3471,35.6241,2.55476,3042.61,0,0
5.94864,3610.79,-36.5904,10.3169,9.72922,6592.07,0,0
7.1417,3592.53,-54.0864,9.48111,1.89598,8047.17,0,0
8.32653,3550.41,-91.5388,-18.8053,10.8296,11960.7,0,0
9.53303,3527.42,-114.605,40.6436,3.07817,12858.9,0,0
10.7185,3478,-136.9,31.4974,1.01175,16047,0,0
11.3707,3449.78,-156.901,10.2074,4.61947,17608.8,0,0
