1.18538,3620.68,-66.2118,33.9784,6.9009,24737.9,0,0
2.38579,3629.29,-97.3802,45.8739,2.90861,8679.58,0,0
3.61932,3603.36,-176.838,25.8291,3.65398,12887.1,0,0
4.8251,3607.79,-153.271,5.36646,4.26783,8749.02,0,0
6.01847,3594.67,-127.876,10.0007,8.85117,9193.41,0,0
7.21891,3589.56,-106.691,15.8859,11.2132,8372.39,0,0
8.39663,3546.51,-130.59,-13.1667,8.93626,12325.4,0,0
9.59056,3534.28,-71.0519,5,9.8675,12065.6,0,0
10.7826,3526.6,-48.1729,49.0776,1.24212,11444.8,0,0
11.6758,3449.75,-42.7042,35.6304,7.04508,17150.7,0,0
