1.20932,3634.76,-49.984,-1.79125,2.62013,12598.9,0,0
2.40781,3628.59,1.80333,-46.5379,3.81017,8893.69,0,0
3.60248,3619.69,-54.0359,-47.2528,4.51003,8412.76,0,0
4.80147,3612.89,-103.764,-17.3048,4.2118,7729.89,0,0
6.00838,3604.97,-147.975,6.1347,3.62667,7494.81,0,0
7.18921,3568.54,-71.6506,3.2233,4.30147,11331.3,0,0
8.40302,3516.43,-84.7092,-50.1361,2.84486,15895.1,0,0
9.62047,3511.64,-59.3255,-40.9672,8.75761,14381.8,0,0
10.8075,3488.59,21.9525,-32.2177,5.22349,14935.3,0,0
11.1942,3450.02,6.33859,-18.4841,10.0341,17865,1,1
