0 	 0.002 	 1.94346e-18 
1 	 0.002 	 1.94345e-18 
2 	 0.002 	 1.94345e-18 
3 	 0.002 	 1.94344e-18 
4 	 0.002 	 1.94344e-18 
5 	 0.002 	 1.94342e-18 
6 	 0.002 	 1.94341e-18 
7 	 0.002 	 1.94339e-18 
8 	 0.002 	 1.94337e-18 
9 	 0.002 	 1.94335e-18 
10 	 0.002 	 1.94333e-18 
11 	 0.002 	 1.9433e-18 
12 	 0.002 	 1.94327e-18 
13 	 0.002 	 1.94324e-18 
14 	 0.002 	 1.94321e-18 
15 	 0.002 	 1.94317e-18 
16 	 0.002 	 1.94314e-18 
17 	 0.002 	 1.94309e-18 
18 	 0.002 	 1.94305e-18 
19 	 0.002 	 1.94301e-18 
20 	 0.002 	 1.94296e-18 
21 	 0.002 	 1.94291e-18 
22 	 0.002 	 1.94285e-18 
23 	 0.002 	 1.9428e-18 
24 	 0.002 	 1.94274e-18 
25 	 0.002 	 1.94268e-18 
26 	 0.002 	 1.94262e-18 
27 	 0.002 	 1.94256e-18 
28 	 0.002 	 1.94249e-18 
29 	 0.002 	 1.94242e-18 
30 	 0.002 	 1.94235e-18 
31 	 0.002 	 1.94228e-18 
32 	 0.002 	 1.9422e-18 
33 	 0.002 	 1.94212e-18 
34 	 0.002 	 1.94204e-18 
35 	 0.002 	 1.94196e-18 
36 	 0.002 	 1.94188e-18 
37 	 0.002 	 1.94179e-18 
38 	 0.002 	 1.9417e-18 
39 	 0.002 	 1.94162e-18 
40 	 0.002 	 1.94152e-18 
41 	 0.002 	 1.94143e-18 
42 	 0.002 	 1.94133e-18 
43 	 0.002 	 1.94124e-18 
44 	 0.002 	 1.94114e-18 
45 	 0.002 	 1.94104e-18 
46 	 0.002 	 1.94093e-18 
47 	 0.002 	 1.94083e-18 
48 	 0.002 	 1.94072e-18 
49 	 0.002 	 1.94062e-18 
50 	 0.002 	 1.94051e-18 
51 	 0.002 	 1.9404e-18 
52 	 0.002 	 1.94028e-18 
53 	 0.002 	 1.94017e-18 
54 	 0.002 	 1.94005e-18 
55 	 0.002 	 1.93994e-18 
56 	 0.002 	 1.93982e-18 
57 	 0.002 	 1.9397e-18 
58 	 0.002 	 1.93958e-18 
59 	 0.002 	 1.93945e-18 
60 	 0.002 	 1.93933e-18 
61 	 0.002 	 1.9392e-18 
62 	 0.002 	 1.93908e-18 
63 	 0.002 	 1.93895e-18 
64 	 0.002 	 1.93882e-18 
65 	 0.002 	 1.93869e-18 
66 	 0.002 	 1.93856e-18 
67 	 0.002 	 1.93843e-18 
68 	 0.002 	 1.93829e-18 
69 	 0.002 	 1.93816e-18 
70 	 0.002 	 1.93803e-18 
71 	 0.002 	 1.93789e-18 
72 	 0.002 	 1.93775e-18 
73 	 0.002 	 1.93762e-18 
74 	 0.002 	 1.93748e-18 
75 	 0.002 	 1.93734e-18 
76 	 0.002 	 1.9372e-18 
77 	 0.002 	 1.93706e-18 
78 	 0.002 	 1.93692e-18 
79 	 0.002 	 1.93678e-18 
80 	 0.002 	 2.02183e-18 
81 	 0.002 	 2.02156e-18 
82 	 0.002 	 2.02129e-18 
83 	 0.002 	 2.02102e-18 
84 	 0.002 	 2.02075e-18 
85 	 0.002 	 2.02049e-18 
86 	 0.002 	 2.02022e-18 
87 	 0.002 	 2.01996e-18 
88 	 0.002 	 2.01969e-18 
89 	 0.002 	 2.01943e-18 
90 	 0.002 	 2.01917e-18 
91 	 0.002 	 2.0189e-18 
92 	 0.002 	 2.01864e-18 
93 	 0.002 	 2.01838e-18 
94 	 0.002 	 2.01813e-18 
95 	 0.002 	 2.01787e-18 
96 	 0.002 	 2.01761e-18 
97 	 0.002 	 2.01736e-18 
98 	 0.002 	 2.01711e-18 
99 	 0.002 	 2.01685e-18 
100 	 0.002 	 2.0166e-18 
101 	 0.002 	 2.01635e-18 
102 	 0.002 	 2.01611e-18 
103 	 0.002 	 2.01586e-18 
104 	 0.002 	 2.01562e-18 
105 	 0.002 	 2.01538e-18 
106 	 0.002 	 2.01514e-18 
107 	 0.002 	 2.0149e-18 
108 	 0.002 	 2.01466e-18 
109 	 0.002 	 2.01443e-18 
110 	 0.002 	 2.01419e-18 
111 	 0.002 	 2.01396e-18 
112 	 0.002 	 2.01374e-18 
113 	 0.002 	 2.01351e-18 
114 	 0.002 	 2.01329e-18 
115 	 0.002 	 2.01306e-18 
116 	 0.002 	 2.01284e-18 
117 	 0.002 	 2.01263e-18 
118 	 0.002 	 2.01241e-18 
119 	 0.002 	 2.0122e-18 
120 	 0.002 	 2.01199e-18 
121 	 0.002 	 2.01178e-18 
122 	 0.002 	 2.01158e-18 
123 	 0.002 	 2.01137e-18 
124 	 0.002 	 2.01118e-18 
125 	 0.002 	 2.01098e-18 
126 	 0.002 	 2.01078e-18 
127 	 0.002 	 2.01059e-18 
128 	 0.002 	 2.0104e-18 
129 	 0.002 	 2.01022e-18 
130 	 0.002 	 2.01004e-18 
131 	 0.002 	 2.00986e-18 
132 	 0.002 	 2.00968e-18 
133 	 0.002 	 2.0095e-18 
134 	 0.002 	 2.00933e-18 
135 	 0.002 	 2.00917e-18 
136 	 0.002 	 2.009e-18 
137 	 0.002 	 2.00884e-18 
138 	 0.002 	 2.00868e-18 
139 	 0.002 	 2.00853e-18 
140 	 0.002 	 2.00837e-18 
141 	 0.002 	 2.00823e-18 
142 	 0.002 	 2.00808e-18 
143 	 0.002 	 2.00794e-18 
144 	 0.002 	 2.0078e-18 
145 	 0.002 	 2.00767e-18 
146 	 0.002 	 2.00753e-18 
147 	 0.002 	 2.00741e-18 
148 	 0.002 	 2.00728e-18 
149 	 0.002 	 2.00716e-18 
150 	 0.002 	 2.00704e-18 
151 	 0.002 	 2.00693e-18 
152 	 0.002 	 2.00682e-18 
153 	 0.002 	 2.00671e-18 
154 	 0.002 	 2.00661e-18 
155 	 0.002 	 2.00651e-18 
156 	 0.002 	 2.00642e-18 
157 	 0.002 	 2.00632e-18 
158 	 0.002 	 2.00624e-18 
159 	 0.002 	 2.00615e-18 
160 	 0.002 	 2.00607e-18 
161 	 0.002 	 2.006e-18 
162 	 0.002 	 2.00592e-18 
163 	 0.002 	 2.00585e-18 
164 	 0.002 	 2.00579e-18 
165 	 0.002 	 2.00573e-18 
166 	 0.002 	 2.00567e-18 
167 	 0.002 	 2.00562e-18 
168 	 0.002 	 2.00557e-18 
169 	 0.002 	 2.00552e-18 
170 	 0.002 	 2.00548e-18 
171 	 0.002 	 2.00544e-18 
172 	 0.002 	 2.00541e-18 
173 	 0.002 	 2.00538e-18 
174 	 0.002 	 2.00535e-18 
175 	 0.002 	 2.00533e-18 
176 	 0.002 	 2.00531e-18 
177 	 0.002 	 2.0053e-18 
178 	 0.002 	 2.00529e-18 
179 	 0.002 	 2.00528e-18 
180 	 0.002 	 2.00528e-18 
0 	 0.004 	 1.95142e-18 
1 	 0.004 	 1.95141e-18 
2 	 0.004 	 1.95141e-18 
3 	 0.004 	 1.95139e-18 
4 	 0.004 	 1.95138e-18 
5 	 0.004 	 1.95135e-18 
6 	 0.004 	 1.95133e-18 
7 	 0.004 	 1.95129e-18 
8 	 0.004 	 1.95125e-18 
9 	 0.004 	 1.95121e-18 
10 	 0.004 	 1.95116e-18 
11 	 0.004 	 1.95111e-18 
12 	 0.004 	 1.95105e-18 
13 	 0.004 	 1.95099e-18 
14 	 0.004 	 1.95093e-18 
15 	 0.004 	 1.95085e-18 
16 	 0.004 	 1.95078e-18 
17 	 0.004 	 1.95069e-18 
18 	 0.004 	 1.95061e-18 
19 	 0.004 	 1.95052e-18 
20 	 0.004 	 1.95042e-18 
21 	 0.004 	 1.95032e-18 
22 	 0.004 	 1.95021e-18 
23 	 0.004 	 1.9501e-18 
24 	 0.004 	 1.94999e-18 
25 	 0.004 	 1.94987e-18 
26 	 0.004 	 1.94975e-18 
27 	 0.004 	 1.94962e-18 
28 	 0.004 	 1.94948e-18 
29 	 0.004 	 1.94935e-18 
30 	 0.004 	 1.9492e-18 
31 	 0.004 	 1.94906e-18 
