0 	 0.002 	 3.88691e-17 
1 	 0.002 	 3.88691e-17 
2 	 0.002 	 3.8869e-17 
3 	 0.002 	 3.88689e-17 
4 	 0.002 	 3.88687e-17 
5 	 0.002 	 3.88685e-17 
6 	 0.002 	 3.88682e-17 
7 	 0.002 	 3.88679e-17 
8 	 0.002 	 3.88675e-17 
9 	 0.002 	 3.88671e-17 
10 	 0.002 	 3.88666e-17 
11 	 0.002 	 3.88661e-17 
12 	 0.002 	 3.88655e-17 
13 	 0.002 	 3.88649e-17 
14 	 0.002 	 3.88642e-17 
15 	 0.002 	 3.88635e-17 
16 	 0.002 	 3.88627e-17 
17 	 0.002 	 3.88619e-17 
18 	 0.002 	 3.8861e-17 
19 	 0.002 	 3.88601e-17 
20 	 0.002 	 3.88591e-17 
21 	 0.002 	 3.88581e-17 
22 	 0.002 	 3.88571e-17 
23 	 0.002 	 3.8856e-17 
24 	 0.002 	 3.88548e-17 
25 	 0.002 	 3.88536e-17 
26 	 0.002 	 3.88524e-17 
27 	 0.002 	 3.88511e-17 
28 	 0.002 	 3.88498e-17 
29 	 0.002 	 3.88484e-17 
30 	 0.002 	 3.8847e-17 
31 	 0.002 	 3.88455e-17 
32 	 0.002 	 3.8844e-17 
33 	 0.002 	 3.88425e-17 
34 	 0.002 	 3.88409e-17 
35 	 0.002 	 3.88392e-17 
36 	 0.002 	 3.88376e-17 
37 	 0.002 	 3.88359e-17 
38 	 0.002 	 3.88341e-17 
39 	 0.002 	 3.88323e-17 
40 	 0.002 	 3.88305e-17 
41 	 0.002 	 3.88286e-17 
42 	 0.002 	 3.88267e-17 
43 	 0.002 	 3.88247e-17 
44 	 0.002 	 3.88228e-17 
45 	 0.002 	 3.88207e-17 
46 	 0.002 	 3.88187e-17 
47 	 0.002 	 3.88166e-17 
48 	 0.002 	 3.88145e-17 
49 	 0.002 	 3.88123e-17 
50 	 0.002 	 3.88101e-17 
51 	 0.002 	 3.88079e-17 
52 	 0.002 	 3.88057e-17 
53 	 0.002 	 3.88034e-17 
54 	 0.002 	 3.88011e-17 
55 	 0.002 	 3.87987e-17 
56 	 0.002 	 3.87963e-17 
57 	 0.002 	 3.87939e-17 
58 	 0.002 	 3.87915e-17 
59 	 0.002 	 3.87891e-17 
60 	 0.002 	 3.87866e-17 
61 	 0.002 	 3.87841e-17 
62 	 0.002 	 3.87815e-17 
63 	 0.002 	 3.8779e-17 
64 	 0.002 	 3.87764e-17 
65 	 0.002 	 3.87738e-17 
66 	 0.002 	 3.87712e-17 
67 	 0.002 	 3.87685e-17 
68 	 0.002 	 3.87659e-17 
69 	 0.002 	 3.87632e-17 
70 	 0.002 	 3.87605e-17 
71 	 0.002 	 3.87578e-17 
72 	 0.002 	 3.87551e-17 
73 	 0.002 	 3.87523e-17 
74 	 0.002 	 3.87496e-17 
75 	 0.002 	 3.87468e-17 
76 	 0.002 	 3.8744e-17 
77 	 0.002 	 3.87412e-17 
78 	 0.002 	 3.87384e-17 
79 	 0.002 	 3.87356e-17 
80 	 0.002 	 3.87327e-17 
81 	 0.002 	 3.87299e-17 
82 	 0.002 	 3.87271e-17 
83 	 0.002 	 3.87242e-17 
84 	 0.002 	 3.87214e-17 
85 	 0.002 	 3.87185e-17 
86 	 0.002 	 3.87156e-17 
87 	 0.002 	 3.87127e-17 
88 	 0.002 	 3.87099e-17 
89 	 0.002 	 3.8707e-17 
90 	 0.002 	 3.87041e-17 
91 	 0.002 	 3.87012e-17 
92 	 0.002 	 3.86984e-17 
93 	 0.002 	 3.86955e-17 
94 	 0.002 	 3.86926e-17 
95 	 0.002 	 3.86898e-17 
96 	 0.002 	 3.86869e-17 
97 	 0.002 	 3.8684e-17 
98 	 0.002 	 3.86812e-17 
99 	 0.002 	 3.86783e-17 
100 	 0.002 	 3.86755e-17 
101 	 0.002 	 3.86727e-17 
102 	 0.002 	 3.86699e-17 
103 	 0.002 	 3.86671e-17 
104 	 0.002 	 3.86643e-17 
