0.00129921,3509.97,8.36395,-4.82614,0.0954208,19923.8,0
0.00259453,3509.92,8.36359,-4.78808,0.517497,30242.1,0
0.00392466,3509.92,8.25645,-4.66918,0.878077,20971.9,0
0.00524949,3509.75,8.17697,-4.63431,2.23552,48008.9,0
0.00656083,3509.71,8.13642,-4.55189,2.52226,43652.2,0
0.00788148,3509.72,8.15834,-4.63061,2.17342,35466.9,0
0.00919505,3509.63,8.16958,-4.61052,2.78286,40690.6,0
0.0105106,3509.71,8.20372,-4.63199,1.94467,27662.1,0
0.011819,3509.75,8.30625,-4.68048,1.29606,21244.4,0
0.0131433,3509.57,8.41908,-4.76612,2.2798,32695.4,0
0.0144417,3509.61,8.41955,-4.84121,1.79839,27326.8,0
0.0157602,3509.58,8.62888,-4.94781,1.41739,26910.5,0
0.017047,3509.59,8.7642,-5.05938,0.895501,24270.3,0
0.0183485,3509.61,8.64975,-5.20159,0.746319,21083.9,0
0.0196314,3509.64,8.74269,-5.19462,0.35053,18253.2,0
0.0209476,3509.61,8.6746,-5.12997,0.796086,18616.2,0
0.0222386,3509.56,8.61347,-5.25553,1.08478,19657.3,0
0.0235581,3509.64,8.55245,-5.15316,0.769271,15443.1,0
0.0248878,3509.62,8.38202,-5.23912,1.15544,15469.1,0
0.0261996,3509.54,8.26458,-5.21013,1.97247,17718.7,0
0.0275036,3509.48,8.31188,-5.24705,2.07836,18922.5,0
0.0287996,3509.47,8.22615,-5.29817,2.24558,18376.4,0
0.0301061,3509.42,8.20532,-5.33832,2.52028,19206.4,0
0.0314135,3509.46,8.23729,-5.37285,1.99445,17199.6,0
0.0327193,3509.46,8.09299,-5.35274,2.21504,16395.5,0
0.034006,3509.39,8.10226,-5.22528,2.80832,17885.9,0
0.0353138,3509.37,8.09813,-5.17171,2.86957,17862.9,0
0.0366084,3509.41,8.11467,-5.14656,2.40199,16239.5,0
0.0378986,3509.34,8.04246,-5.19325,2.87808,17486.3,0
0.039205,3509.39,8.02441,-5.24686,2.30879,15456.7,0
0.0405066,3509.32,8.03218,-5.21408,2.73617,16701.7,0
0.041802,3509.34,8.04547,-5.24358,2.44182,15781.8,0
0.0430985,3509.36,7.94889,-5.2502,2.40785,14895.8,0
0.0444115,3509.35,7.87056,-5.17565,2.63941,14681.6,0
0.0457079,3509.33,7.85424,-5.19517,2.79817,14675.9,0
0.0469832,3509.33,7.83178,-5.21638,2.6758,14198.5,0
0.0483089,3509.33,7.79212,-5.16669,2.82739,13918.8,0
0.0496163,3509.29,7.83892,-5.1508,2.91491,14388.7,0
0.0509297,3509.36,7.92776,-5.14114,2.16386,12539,0
0.0522376,3509.37,7.84664,-5.08768,2.29226,12136.9,0
0.0535354,3509.38,7.9273,-5.03285,1.97766,11547.5,0
0.0548301,3509.37,7.9444,-4.90867,2.13518,11543.5,0
0.0561326,3509.33,7.86932,-4.8439,2.56602,12023.7,0
0.0574501,3509.31,7.87663,-4.76112,2.62227,11948.3,0
0.0587781,3509.35,7.98964,-4.85923,1.92261,11116.4,0
0.060082,3509.45,7.97486,-4.82334,1.07086,9087.67,0
0.0613781,3509.47,8.03934,-4.80194,0.805815,8635.71,0
0.0626948,3509.35,8.04114,-4.8038,1.67851,10392.6,0
0.0640143,3509.3,7.9691,-4.88178,2.02451,10886.1,0
0.0653173,3509.3,7.96674,-4.93873,1.89615,10777,0
0.0666087,3509.33,8.05836,-4.94758,1.36226,10032.4,0
0.067914,3509.24,8.03716,-4.98872,1.96541,11164.5,0
0.0692323,3509.22,7.86124,-4.94175,2.49775,11307.5,0
0.0705314,3509.24,7.90633,-4.91544,2.14653,10838.6,0
0.0718425,3509.27,7.86521,-4.96697,1.81817,10111.9,0
