0.0298256,3.4673,-1.8832,-3.92952,12.0792,116253,0
0.0590416,6.16053,-2.21333,1.47223,9.76267,104342,0
0.0911111,8.33085,-1.51999,4.9038,4.11637,91436.2,0
0.120952,8.62015,1.34728,8.43413,5.12966,71269.1,0
0.148383,10.8549,3.73434,6.27256,12.8953,73154.8,0
0.179634,16.5046,1.42414,8.12373,7.76385,91879.2,0
0.210219,19.7084,2.35216,8.34935,4.64168,93751.7,0
0.24148,22.2416,-1.50919,8.50236,1.74446,92105.3,0
0.271769,22.0289,-4.08534,11.2583,1.00625,81057.4,0
0.302367,24.7437,-3.82328,13.0845,10.4439,81833.4,0
0.331506,26.1636,-6.19384,11.4583,3.72102,78923.6,0
0.358504,25.4081,-5.80618,11.9677,1.08019,70872.5,0
0.38774,27.6523,-10.1418,14.8086,8.83134,71316.7,0
0.417677,29.2398,-13.5608,13.321,1.09276,70005.7,0
0.445837,31.0967,-13.5195,15.5221,7.54029,69748.9,0
0.473839,34.1537,-14.4317,18.0097,4.98197,72078.6,0
0.501253,34.1172,-16.0758,13.3789,4.81991,68063.8,0
0.531251,35.6366,-17.3,12.2336,10.1044,67080.6,0
0.559645,42.1234,-14.5446,9.17432,5.2362,75268.2,1
0.586966,44.3016,-15.2083,6.75713,12.8054,75475.5,1
0.616802,46.4208,-9.70487,6.1969,5.83914,75260.4,1
0.647346,48.6291,-8.80269,4.85797,0.344485,75120.7,1
0.677613,52.3635,-6.08365,3.02191,1.65979,77276.4,1
0.705571,55.705,-2.40521,1.12174,13.3265,78950.2,1
0.73384,57.5475,-4.40179,0.144239,8.01164,78419.7,1
0.764054,55.8418,-7.32278,-5.30091,1.9994,73086.3,1
0.795296,58.1339,-9.1148,-3.0653,9.99957,73097.1,1
0.825526,62.4017,-12.5138,-6.34726,10.5063,75590.2,1
0.855385,68.4173,-11.1709,-8.63105,6.60702,79984.3,1
0.883709,70.1516,-11.6995,-9.48735,12.6482,79383.1,1
0.911507,72.7461,-11.5216,-4.00228,9.97137,79808.6,1
0.941517,76.9188,-11.9621,-0.739706,10.2067,81696.7,1
0.971214,83.1856,-12.2799,-0.117472,7.16984,85651.1,1
1.00038,82.8379,-13.7734,-3.01364,5.94323,82806.1,1
1.02939,87.6114,-16.9632,-2.64377,8.23166,85110.1,1
1.062,88.3469,-13.5468,-2.31701,10.7557,83189.2,1
1.08906,87.1884,-11.4134,-1.17292,6.68837,80058.6,1
1.1201,92.7768,-5.95636,-2.49184,10.3751,82828.9,2
1.1484,91.7763,-3.84478,-2.56286,6.8434,79916.9,2
1.17501,91.5325,-6.07333,-5.3685,5.97187,77899.1,2
1.2034,92.8814,-10.0421,-9.35475,10.677,77182.5,2
1.23419,92.9505,-9.56297,-7.09011,10.813,75313.1,2
1.26154,94.4608,-12.6879,-8.9854,4.36654,74877.3,2
1.29136,99.8127,-14.6901,-8.36011,11.3884,77292.7,2
1.32232,104.835,-19.5808,-5.24514,3.99989,79281.3,2
1.35271,105.605,-21.6783,-4.58537,6.71457,78069.2,2
1.38181,108.471,-20.4812,1.37667,3.5237,78499.3,2
1.40995,109.126,-24.2184,4.54164,5.7585,77397.5,2
1.43965,109.272,-24.5425,6.30916,6.25871,75901.7,2
1.47001,112.466,-25.7279,3.54096,5.73081,76507.1,2
1.50063,115.243,-25.233,7.37754,15.3492,76796.4,2
1.53093,118.433,-22.3438,5.09786,14.8249,77359.9,2
1.56026,128.485,-26.0136,5.04982,5.45521,82348.1,3
1.59029,131.067,-26.8973,3.81544,2.75365,82416.9,3
1.6211,133.247,-24.9734,1.19653,10.3092,82195.3,3
1.64929,132.496,-25.2597,1.81884,7.57124,80335.5,3
1.67561,135.22,-25.2299,3.72166,5.3616,80698.7,3
1.70394,137.282,-20.1205,7.3889,12.5255,80567.6,3
1.73259,140.594,-18.6504,7.86269,12.3325,81146.8,3
1.75993,142.073,-17.9022,9.74014,5.75155,80726.7,3
1.78794,143.358,-18.4146,7.98971,10.204,80180.6,3
1.81654,146.985,-15.6755,3.06667,7.01015,80914.7,4
1.84363,148.005,-15.2475,5.60039,10.459,80278.9,4
1.87071,149.698,-12.0836,9.1751,2.00212,80021.9,4
1.90141,158.447,-12.5049,11.2868,3.83959,83331.1,4
1.92956,162.237,-14.4893,14.6165,2.74826,84079.9,4
1.9568,168.996,-14.2719,16.6508,2.88109,86363.6,4
1.9845,171.699,-14.4873,17.8303,0.615654,86520,4
2.01132,177.842,-11.1255,23.2039,7.75799,88420.4,4
2.04206,182.477,-10.7873,22.1495,12.2565,89359.3,4
2.07122,184.83,-14.3316,19.3891,8.77162,89237.4,4
2.10225,194.083,-15.053,24.6068,0.489188,92321.8,4
2.13067,195.422,-16.7627,24.9072,5.16876,91718.7,4
2.15974,196.148,-14.3994,24.2857,7.68011,90820.2,4
2.18898,194.618,-14.1838,20.2452,2.29009,88908.1,4
2.21876,195.977,-14.1418,22.9583,6.99233,88327.3,4
2.24677,199.461,-12.9034,24.0806,3.68559,88777,4
2.27668,204.306,-15.5836,24.5806,8.88933,89738.6,4
2.30528,205.332,-12.4301,27.321,0.721283,89070.4,4
2.3329,211.696,-13.972,22.3148,7.17202,90743.9,5
2.35968,214.963,-13.0801,20.5671,6.87425,91098.2,5
2.38708,219.56,-13.0521,18.575,7.15349,91978.6,6
2.41616,219.11,-14.0733,24.8782,5.50081,90685.3,6
2.44418,218.496,-18.8932,20.7286,3.28419,89394.3,6
2.47401,219.619,-19.7689,23.7302,7.19338,88770.4,6
2.50173,222.893,-20.073,21.7977,6.8647,89095.7,6
2.53295,222.719,-25.132,20.9994,6.23775,87928.7,6
